_OccupationRole,_Rank,Author,Company,Date,Employment,Occupation,Place,Review,Rating
Sales,,"SALES ASSOCIATE (Current Employee) - Glendale, CA - February 19, 2015",Uniqlo,19/2/15,Current Employee,SALES ASSOCIATE,"Glendale, CA","Good company to work for. They provide employee review every three months which opens the opportunity for a raise or promotion. Associates typically get scheduled a decent amount of hours when business is good. Since I have been working here shifts range from 8 hour shifts to 4 hours shifts which isn't bad at all for a retail store. I enjoy working with my coworkers, we have a great team dynamic.",4
,,"Full time Advanced Associate (Current Employee) - Honolulu, HI - October 23, 2019",Uniqlo,23/10/19,Current Employee,Full time Advanced Associate,"Honolulu, HI","The other employees are wonderful and the sense of community is strong, while the work is hard. Working with the clothes is simple, but the amount of multitasking is hard.",4
Sales,Manager,"Store manager (Current Employee) - Hyogo - January 21, 2019",Uniqlo,21/1/19,Current Employee,Store manager,Hyogo,"It is quite stressful to work in Japanese company. It is hard to adopt to its inside culture where you need to act as robots. Workers are strictly observed how long they take break times, even minutes.",4
Sales,,"Senior Retail Associate (Current Employee) - Ion - July 1, 2017",Uniqlo,1/7/17,Current Employee,Senior Retail Associate,Ion,"The enjoyable part of the job is working together with friends and it makes work more enjoyable. However, work can be quite stressful and challenging at times. One has to be able to work quickly and efficiently and do his/her utmost best be it serving customers or work. Ultimately, teamwork is very important to be able to complete tasks on time.",4
Sales,,"Retail Assistant (Part-Time) (Current Employee) - Jurong Point - May 22, 2019",Uniqlo,22/5/19,Current Employee,Retail Assistant,Jurong Point,Definitely in order to work at uniqlo an individual needs to be passionate and love their job. Work well with fellow colleagues. Customers always comes first.,4
Customer Service,,"Customer Service Representative - Team Lead (Current Employee) - Kearny, NJ - May 15, 2019",Uniqlo,15/5/19,Current Employee,Customer Service Representative - Team Lead,"Kearny, NJ",The experience at UniQlo is very interesting. I must admit the call center is constantly changing. Every week upper management come up with new ideas for us to accomplish our goals in the call center. Our main goal is to satisfy the customer needs. I remember when I first started working for UniQlo customer service the customers was never satisfied with UniQlo rules and regulations. Over time the policy started to change and now I realize the customers actually enjoy shopping online with UniQlo.,4
Sales,,"Retail Associate (Current Employee) - Kuala Lumpur - August 7, 2020",Uniqlo,7/8/20,Current Employee,Retail Associate,Kuala Lumpur,Happy environment with helpful staff and manager to learn with. Fast retailing that give the staff opportunity to communicate with customers and community,4
Sales,,"retail (Current Employee) - Kuala Lumpur, M14 - November 28, 2014",Uniqlo,28/11/14,Current Employee,retail,"Kuala Lumpur, M14","before start working  we gather discuss each other and solve any problem include team leader and manager. different other retail, this shop we can learn any skill include how to improve customer service.",4
Sales,,"Retail Associates (Current Employee) - Kuantan - January 15, 2020",Uniqlo,15/1/20,Current Employee,Retail Associates,Kuantan,Its good because you can get 2 days off for a week and you have only 2 shift per day. Good environment comes with a good management and teamwork. Workplace culture is fun because you will learn so many things about customer service. Its give you so many benefits in terms of career growth and experience. The most enjoyable part of the job is you can make so many good friend with a great teamwork.,4
Sales,,"Advance Sales Associate (Current Employee) - Lake Buena Vista, FL - August 4, 2017",Uniqlo,4/8/17,Current Employee,Advance Sales Associate,"Lake Buena Vista, FL",I have work there for a year and to be honest it is not too bad. The environment is friendly. Promotion is there but not too often given. Managers are not bad either,4
,Manager,"Manager (Current Employee) - Lake Grove - February 6, 2015",Uniqlo,6/2/15,Current Employee,Manager,Lake Grove,UNIQLO is a very interesting place to work to say the least. Each day you learns something different. I meet  a lot of great people working here.,4
Customer Service,,"Customer Advisor (Current Employee) - London - October 10, 2016",Uniqlo,10/10/16,Current Employee,Customer Advisor,London,"The company strives to always improve issues in store as well as issues for the overall company, but when trying to resolve said issues they can tend to expect too much from employees, resulting in overworked individuals. but despite all that the people you work with will help you get through the hard times.",4
Sales,,"SALES ASSISTANT (Current Employee) - London - October 9, 2015",Uniqlo,9/10/15,Current Employee,SALES ASSISTANT,London,"I'm currently sale assistant at Uniqlo. I work with a team to increase sale, understand customers' needs, give advice and practice my English. It's an interesting challenge on one of the biggest fashion shop.",4
Sales,,"SENIOR SALES ADVISER full - time (Current Employee) - London - April 27, 2016",Uniqlo,27/4/16,Current Employee,SENIOR SALES ADVISER full - time,London,About my current possition I could learn a lot how to deal with different personalities. Which is also one of the hardest part of the job included working under pressure.,4
Customer Service,,"Customer Service Advisor (Current Employee) - London, ENG - November 20, 2015",Uniqlo,20/11/15,Current Employee,Customer Service Advisor,"London, ENG",Fun place to work at which helps you personally grow however the job is very demanding and isn't for everyone. The management of the company is very disorganized from the lower levels of the company.,4
,,"Full-Time - Supervisor (Current Employee) - London, ENG - August 22, 2014",Uniqlo,22/8/14,Current Employee,Full-Time - Supervisor,"London, ENG","A typical day for me would be checking sales figures reports, managing daily running of the store and staff. Also looking at new products that are coming to store each week and making plans for them. I've learned variable skills such as management, organizational and time management. Management skills in terms managing staff and running efficient store operations. Time management skills in terms of completing tasks in appropriate time and managing the time given for completion of task.  In management its a bit divided everyone works differently and has there own style of doing things and the hardest part of the job is trying to adapt to everyone's work style and the product of there work. Sometimes you need to adapt to different situations of completing tasks people that have not completed. It also quite demanding in both physically and mentally and working variable assigned hours. The most enjoyable part of the job is that you get to meet various people from different backgrounds and everyone is quite friendly.",4
